India 579 Deadly Gemini	657813230	Error registering client field.  bCallbacksFor0WhenNew (CF_CALLBACK_ZERO_ON_NEW_ENT) is disallowed for counter type clientfields. Due to it's treatment of the old and new val as a ring buffer, the counter type is not valid on a new snapshot, new ent, or demojump
India 811 Max Thunder	530300974	divide by 0
Juliett 283 Apocalyptic Vulture	424587329	not a pathnode
Juliett 43 Sleeper Sabotage	2289696769	DirectX parameter is incorrect.
Juliett 490 Quick Fury	2941436609	Invalid threat bias group
Juliett 510 Blazing Station	2797012161	distMax is less than distMin
Juliett 569 Wild Storm	1398031169	ACTS CUSTOM ERROR ID
Juliett 791 Null Lantern	3678699265	not a pointer
Juliett 820 Melted Badger	272147969	SetAILimit error
Juliett 859 Small Rookie	554833601	Can only do this call for node_turret
June 104 Late Cover	2665902678	CMD_VEH_SetPlaneGoalPos called with a non vector param
June 104 Skyline Boat	2131259990	Can't set read only field
June 150 Gray Noise	3541731542	readonly field
June 229 Bolt Rattlesnake	126603414	Expected type XHash as an argument for GetLocalizedStringIndex()
June 301 Strange Leo	697732694	entity is not a missile
June 426 Hurt Tactics	2489324310	cannot switch on type
June 503 Swamp Lizard	369972438	First argument of a match call must be a struct
June 515 Foolish Convoy	1625493526	Can't find info for script vehicle
June 927 Frozen Clover	3669018198	not an entity
June 951 Prepared Cover	2655465686	not a script function pointer
Kilo 45 Gold Dove	219686544	object is not an array index
Kilo 538 Patient Sagittarius	762454160	not a pointer
Kilo 56 Small Gemini	655503056	script stack overflow (too many embedded function calls)
Kilo 561 Aurora Division	1691103888	ReportLootConsume: entity must be a player entity
Kilo 717 Clockwork Refuge	4220857104	Cannot call IncrementClientField on a 'counter' type clientfield on the frame it is spawned, since newEnts on the clientside will not process 'counter' type clientfields.
King 1002 Fast Linebacker	3059411687	Argument and parameter count mismatch for LUINotifyEvent
King 114 Quick Conflict	1364389287	Our config string checksum doesn't match the server's checksum
King 220 Wartorn Fury	2940210599	Invalid Version Handling. Grab Bat !!!
King 30 Tough Asset	2577695271	SetModel can only be called on a script mover
King 338 Swift Theater	2515363687	invalid message type
King 404 Sapphire Ice	3635717863	end time must be between 0 and 1
King 412 Brimstone Agent	2558883623	SetNearGoalNotifyDist set too small. May not get notify.
King 537 Ghost Hound	487917415	Invalid mission name
King 593 Late Ant	1206320999	getClosestOrFarthestEntity: struct passed in doesn't have an origin
King 703 Due Agent	2563481959	DirectX Error
King 712 Golden Menace	1439117735	value out of range (acos)
Lima 115 Sick Cobra	208009819	Cannot delete a client entity
Lima 486 Flat Apocalypse	3361905947	Pointer is not an entity
Lima 495 Old Security	2033447003	not an array key
Lima 510 Bogus Rescue	2235303131	not a player entity
Lima 886 Flat Jaguar	1080214043	caller is not an object
May 1009 Torched Sunrise	3699844858	model not precached
May 267 Tragic Whisper	3527043258	Com_EventLoop: bad event type
May 612 Snow Obelisk	1333649786	IsMature can only be called on a player.
May 706 Due Sagittarius	768316282	script stack overflow (too many embedded function calls)
May 74 Left Scorpio	744383994	SetLoadingMovie error
May 950 Small Thunder	521321850	invalid session mode
Mike 232 Proper Alligator	1172448744	Max zone count exceeded
Mike 331 Marsh Rain	3509276200	Invalid mission name
Mike 419 Violet Tank	3288551912	expected array type to add value pair
Mike 434 Discovered Garrison	1777362536	Could not allocate memory for zone
Mike 465 Great Theater	2512843688	GetVehicleNode used with more than one node
Mike 628 Screaming Claw	2958072552	slot too high
Mike 664 Steel Lion	245612264	foreach should be used with an array
Mike 988 Gold Lion	236473384	invalid session mode
Negative 1017 Emerald Recruit	2226838967	Blur value must be greater than 0
Negative 140 Goliath Goodnight	4107893047	radiant exploder not cached
Negative 184 Fake Locker	2202233143	waittill_timeout must have at least one valid argument
Negative 274 Right Activity	4032788023	param is not an object
Negative 780 Bad Security	2033364407	Failed to link entity
Negative 8 Tough Doppelganger	4255418935	Pointer types passed into waittill expressions must evaluate as arrays
Negative 806 Armored Cover	2666843255	duplicated field name
Nora 205 Almighty Cipher	2629548679	Entity is not a player
Nora 261 Marsh Blizzard	1412130119	parameter can't be cast to a hash
Nora 264 Dangerous Homerun	4196473479	parameter does not exist
Nora 383 Goliath Bug	2899913735	Loading took too long (>60s)
Nora 43 Sleeper Sabotage	2289696775	DirectX Invalid Call
Nora 669 Shade Goodnight	4100218247	Error sending LUI notify event: LUI event name is not precached.
Nora 836 Rapid Doppelganger	4260626055	first arg to waittill_timeout must evaluate to an integer or float value
Nora 871 Orange Mirage	3255107847	LUINotifyEvent: entity must be a player entity
North 22 Diamond Capricorn	783159414	SysError in thread (no msg)
North 272 Hannibal Defense	1670707254	linking error
North 298 Confused Greyhound	484463798	invalid dlcname or session for maptable
North 662 Military Plane	2104587190	Unknown client field set for clientfield
North 78 Blood Wolf	12065142	invalid session mode
North 803 Swamp Conflict	1359849142	not an entity
North 928 Fake Fury	2940431926	Invalid threat bias group
North 96 Sleeper Demon	544902518	parameter does not exist
November 116 Mythic Scorpio	750896894	Invalid bgCache type
November 268 Wild Greyhound	475330046	Invalid dvar type
November 417 Silver Sunrise	3692510654	Invalid type passed in from array into waittill parameter list
November 588 Barren Carrier	1593720126	Can't register dvar
November 670 Boiling Avalanche	829015102	var isn't a field object
November 817 Tall Shell	2369974846	Invalid threat bias group
November 990 Fake Operator	1480821566	Error registering client field.  Attempted field size is not acceptable bit number range 1->32
Ocean 116 Confused Corps	1642120921	1st param should be a hash or a string
Ocean 270 Grounded Infantry	1850691545	Debug Break
Ocean 281 Conflicted Outlander	3913663257	Failed to create database thread
Ocean 288 Victorious Breakfast	3134536217	Corrupt or invalid string reference (not a string)
Ocean 529 Broken Lamprey	3967909977	Trying to get version of a demo when the demo system is idle.
Ocean 78 Melted Lantern	3677886809	parameter does not exist
Option 102 Grounded Thunder	525308842	GetBaseWeaponItemIndex: invalid weapon named passed.
Option 129 Knockout Rescue	2240566762	entity is not a player
Option 173 Camouflaged Mauler	3142427498	not an object
Option 365 Old Ghoul	2687742442	Forced script exception.
Option 383 Bayou Invasion	1898523690	setblur() called on an invalid client entity.
Option 599 Nitro Fox	3718026602	unknown radiant type
Option 961 Blue Whisper	3523382186	ScrEvent map is full, unable to register new event
Oscar 1009 Emerald Invasion	1908025062	parameter isn't a string
Oscar 283 Barren Eye	4278104166	Illegal objective state, possible values: active, invisible, done, current or failed
Oscar 66 Burn Badger	277765798	Error loading fastfile: uncompressed delta fast file is not supported
Oscar 771 Central Zeus	3329708710	Unable to find default bitfield, dropping
Papa 1018 Rocky Beastmaster	3030895505	Whitelist failure for title
Papa 209 Grey Cadet	1544804945	script stack overflow (too many embedded function calls)
Papa 530 Invisible Hippo	989284113	model not cached by the linker
Papa 586 Proper Cage	3118642961	parameter is not a valid weapon object
Papa 656 Area Jaguar	1088278929	Raw file is not a file of the right type
Papa 810 Right Case	2606724305	parameter does not exist
Papa 859 Fierce Python	1047729873	exitlevel already called
Papa 889 Tall Fury	2940376721	Cannot call SetClientField on 'counter' type clientfield
Prep 161 Nova Discovery	3881402958	not an entity
Prep 251 Late Scorpio	753299086	vector index out of range
Prep 347 Morning Jackpot	3819578766	not a script function pointer
Prep 367 Solar Activity	4039057166	LUINotifyEvent: entity must be a player entity
Prep 374 Aggressive Breakfast	3135792078	Invalid type passed in from array into waittill parameter list
Prep 390 Iron Bison	1109633678	Execution Queue out of memory
Prep 43 Arctic Ship	2147942414	DirectX Not enough storage is available to complete this operation.
Prep 633 October Menace	1438198158	Can't use wait with profiler
Prep 941 Battle Gravedigger	3559732046	script stack overflow (too many embedded function calls)
Quebec 126 Kinetic Mortar	1999906612	type is not a integer or float
Quebec 387 Poison Goodnight	4106063796	key value provided for array is not valid
Quebec 405 Major Mole	2742072756	Can't register more dvar
Quebec 529 Knockout Headquarters	1804370036	Failed to verify file type 
Quebec 646 Tropic Breakfast	3121501044	try to send format param string isn't cached
Quebec 794 Bog Fleet	1697447028	Can't use wait with profiler
Quebec 873 Midnight Operator	1487510644	Could not load gsc object
Quebec 919 Hidden Dawn	4077883892	Param can't be higher than 7
Quebec 965 Dangerous Jackpot	3810601716	undefined param
Queen 114 Rocky Medal	1957162421	Can't find bgCache entry
Queen 116 Classic Rattlesnake	124438261	not a script function pointer
Queen 117 Weak Octopus	71894325	CamAnimScripted or ExtraCamAnimScripted can only be called on a player.
Queen 119 Guerrilla Gremlin	3446625973	not a vector index
Queen 19 Furious Cipher	2626909173	exceeded maximum number of script strings
Queen 233 Calm Specialist	2420909621	no free xpak slots loading pak
Queen 235 Wicked Libra	732489269	Non-player entity passed to UploadStats()
Queen 254 Unfriendly Python	1053986869	GScr_UseBuildKitWeaponModel: called with weapon 'none'
Queen 427 Apocalyptic Treasure	4182670005	invalid session mode
Queen 47 Sick Eagle	325402485	script stack overflow (too many embedded function calls)
Queen 513 Ultraviolet Buffalo	1304594933	unable to spawn entity
Queen 577 Weak Manuever	1967731701	Invalid type passed in from array into waittill parameter list
Queen 770 Wild Traffic	2840917045	SysError in another thread (no msg)
Queen 891 Grey Beastmaster	3021194485	Internal script stack overflow
Queen 964 Shellshocked Rank	2185211445	Can't register dvar
Roger 304 Hurt Honey	3797948576	not an object
Roger 356 Gray Pig	1377489376	Gesture key can't have the higher bit set
Roger 391 Emerald Refuge	4223282976	Error loading fastfile patch header
Roger 440 Unlimited Fox	3723589344	not a function pointer
Roger 630 Shadow Zombie	899599904	first arg to waittill_timeout must evaluate to an integer or float value
Roger 753 Fake Outlaw	4047738848	Invalid opcode (Recovery)
Roger 786 Operation Conquest	3379248928	value out of range (atan)
Roger 850 Grey Whisper	3524483616	Ammo count must not be negative
Roger 853 Lone Platoon	2122198496	The sound globals have been overwritten
Roger 97 Deadly Mole	2738206304	SOUND: sound bank globals overwritten
Romeo 208 Nightshade Homerun	4204328368	Corrupt or invalid string reference (not a string)
Romeo 215 Early Stockade	2481266032	can't cast parameter to string
Romeo 459 Battle Traffic	2838301872	Gesture table key can't have the higher bit set
Romeo 495 Conflicted Eagle	323350640	CScr_FindStaticModelIndexArray: unsupported parameter type
Romeo 534 Axiom Asset	2579736624	Incorrect number of parameters.
Romeo 569 Clipped Squad	2448966512	string too long
Romeo 671 Iron Stallion	941828720	exitlevel already called
Romeo 836 Deadly Scythe	3761634992	not a pointer
Romeo 852 Frozen Eye	4272949040	g_copyInfo exceeded: too many asset overrides in one call to DB_LoadXAssets.
Romeo 913 Blink Demon	546354288	SysError in another thread (msg)
Romeo 967 Tragic Grunt	1782227888	Invalid volume decal index in SetVolumeDecalHidden.
Rush 114 Camouflaged Management	4232965560	divide by 0
Rush 280 Extinct Storm	1403832952	Attempt to register ClientField failed.  Client Field set either already contains a field, or a hash collision has occurred.
Rush 439 Dry Zeus	3328272376	invalid player role
Rush 755 Light Gladiator	3314084408	not a string index
Sail 1020 Clean Goodnight	4101525669	Can't use wait with profiler
Sail 208 Goodbye Arrow	1507063205	CMD_VEH_SetPlaneGoalPos entity is at rest ( speed of 0 ), new speed is needed to make plane move.
Sail 312 Extreme Boa	1072585573	Raw file is not a file of the right type
Sail 323 Stealth Firestarter	3437940389	unable to find animation in tree
Sail 327 Iron Coyote	388183077	missing field name
Sail 397 Skyline Firestarter	3423138661	not a script function pointer
Sail 451 Rare Ultra	2855747045	Blur value must be greater than 0
Sail 506 Blink Alligator	1167129573	key does not internally belong to generic entities
Sail 543 Earth Whisper	3524990949	not an array key
Sail 630 Nuclear Bug	2894056997	DEV: CL_SetCGameTime: !cl->snap.valid
Sail 692 Sapphire Avalanche	833940261	divide by 0
Sail 780 Risky Zombie	897625509	Can't find xasset (name,type)
Sail 899 Good Retreat	2250249765	Corrupt or invalid string reference (not a valid string)
Sail 946 Due Outlander	3922439973	ArraySort: array can only contain entities or structs or vectors
Sail 962 Hidden Buffalo	1292858725	Invalid mission name
Sierra 190 Knight Thunder	530250396	Source Damage vector is invalid.
Sierra 54 Found Treasure	4178589916	Model was not cached by the linker.
South 1020 Calm Potato	2538360978	caller is not an object
South 108 Determined Yeti	3874454418	negative wait is not allowed
South 209 Shadow Stallion	949934674	Invalid Version Handling. Grab Bat !!!
South 263 Confused Artillery	2279633554	SV_SetConfigstring: bad index
South 379 Orange Clover	3657806674	invalid character index
South 719 Natural Breakfast	3135985170	not an array
Spring 361 Right Mauler	3143575744	parameter does not exist
Spring 633 Nova Breakfast	3126405504	Com_Error entered
Spring 741 Area Outlander	3923586368	Kill failed
Spring 756 Right Lizard	375374976	Can't use wait with profiler
Spring 779 Nickel Shell	2367948992	Can't find sha1 hash algorithm
Spring 805 Apollo Valentine	1099145600	Can't find asset
Spring 81 Snap Soldier	2408700928	not a valid name for a clientfield set.
Spring 817 Wild Star	3847549440	Exceeded limit for assets.
Spring 89 Pale Giant	878538048	invalid const string ref
Summer 146 Satellite Ultra	2863351045	bad vm instance
Summer 164 Brass Dove	219569925	hasperk() can only be called on local players
Summer 213 Good Invasion	1897931653	AIType has no characters specified. There should be at least one chatacter associated with an AIType.
Summer 332 River Rank	2183812485	getent used with more than one entity
Summer 347 Boiling Fox	3714655621	Invalid mission name
Summer 43 Sleeper Sabotage	2289696773	DirectX Device Removed
Summer 490 Defiant Eel	48546501	not a function pointer
Summer 494 General Shell	2379198149	waittill must have at least one valid argument
Summer 534 Winning Escort	2681972741	bad clientfield for name
Summer 552 Soaring Siege	2387120645	exceeded string argument limit
Summer 603 Midas Fort	1757941509	divide by 0
Summer 607 Binary Godfather	3251676101	Could not load raw file
Summer 620 Split Legend	2734491973	Error need at least one argument for LUINotifyEvent.
Summer 738 Barracuda Pattern	2782299909	script stack overflow (too many embedded function calls)
Summer 986 Rare Operator	1480037573	Invalid canonical name hash
Tango 383 Emerald Goblin	3468307479	DirectX Error
Tango 516 Advanced Tactics	2498210007	-- can only be used with integer type
Tango 534 Blind Asset	2572593175	unable to spawn entity
Tango 648 Arctic Ship	2147942487	DirectX Invalid Call.
Tango 758 Fake Dynamite	3577992151	weapon is read-only
Tango 8 Knight Taurus	647662103	parameter can't be cast to a string
Tango 834 Dry Mole	2741070999	not a xhash
Tango 882 Aurora Invasion	1909233687	Optional argument must be a vector type
Tommy 439 Tin Highway	3592841213	cannot directly set the origin on AI.  Use the teleport command instead.
Tommy 443 Destructive Command	1609894461	bad entity
Tommy 478 Determined Volley	2532286589	error message
Tommy 625 Cruel Moon	4131199549	GetVehicleNode - key is not internally a string
Tommy 706 Nitro Bridge	2593952637	not an array
Tommy 833 Rightful Hippo	987874813	self isn't a field object
Tommy 942 Numbered Section	2336297405	Execution Queue out of memory
Uniform 205 Air Gorilla	354335369	Unable to find HierarchicalTaskNetwork asset
Uniform 210 Atomic Infantry	1855943177	parameter doesn't exist
Uniform 31 Empty Jet	1915758537	RegisterClientField can only accept bit ranges between 1 and 32.
Uniform 48 Hurt Conflict	1365291145	invalid gesture in player role template
Uniform 58 Guerrilla Boa	1064295945	Could not allocate asset - increase XASSET_ENTRY_POOL_SIZE
Uniform 587 Nickel Breakfast	3122940489	caller is not an entity
Uniform 854 Positive Jaguar	1088349385	Corrupt or invalid string reference (not a valid string)
Uniform 956 Ace Aquarius	597121289	invalid platoon name (not possible)
Union 138 Shade Tornado	174350744	PMem: failed to free memory (name,stack)
Union 152 Midas Werewolf	969461336	The setHintStringForPlayer command only works on trigger or script mover entities.
Union 254 Reloaded Camo	1576636440	DoubleXPTimerFired: entity must be a player entity
Union 296 Poison Luck	3837625752	abort
Union 326 Boiling Ice	3630798232	caller is not an object
Union 344 Blue Headquarters	1795335576	not an object
Union 701 Sick Eclipse	1013305560	Pointer types passed into waittill expressions must evaluate as arrays
Union 753 Right Shell	2371852248	No tag_barrel for
Union 757 Rare Tank	3291994136	invalid animtree id
Union 851 Taz Centaur	3179607896	ScrVar_AddFields: Can't find file
Union 908 Evil Giant	876169112	key value provided for struct is not valid
Union 958 Mad Retreat	2253722136	CamAnimScripted can only be called on a player.
Vic 227 Recovered Goat	1246470805	mission index out of range
Vic 335 Small Pattern	2769479381	Invalid threat bias group
Vic 366 Crystal Lion	249068885	Failed to allocate from state pool
Vic 415 Aggressive Pisces	619241173	Failed to allocate from element pool
Vic 504 Pale Fury	2942156629	not an array
Vic 520 Barren Scorpio	754846421	invalid vehicle spawn origin
Vic 667 Hidden Defense	1661960405	weapon is read-only
Vic 681 Found Cause	3004202005	entity id too high
Vic 803 Chief Drop	2824316565	parameter does not exist
Vic 820 Nitro Goodnight	4103906837	Entity is not an item.
Vic 983 Extreme Traffic	2851002517	param is not an object
Vice 164 Vengeful Raven	451698481	Unk fastfile load error
Vice 206 Victorious Plane	2111174833	Array index not a valid type, expecting an int, string, or entity type
Vice 344 Spotted Doppelganger	4252738993	script stack overflow (too many embedded function calls)
Vice 400 Tall Dove	222443377	Pointer types passed into waittill_timeout expressions must evaluate as arrays
Vice 499 Desert Avalanche	822874097	network id too high
Vice 535 TD Rookie	562750257	ArraySort can only be called on an Entity which is of type Entity, Path Node, Vehicle Node, or Tacpoint.
Vice 644 Old Formation	1731431985	DirectX Error
Vice 697 Metal Service	2355618801	Gesture table key can't have the higher bit set
Vice 70 Grim Storm	1402557361	bad opcode
Vice 804 Axiom Conquest	3385008561	cannot set field on type
Vice 925 Silent Conflict	1374289393	invalid session mode
Victor 616 Barricaded Fort	1750886746	The setHintString command only works on triggers, script mover entities, or players.
Victor 629 Frozen Gemini	665902298	Parameter must be an array
Victor 727 River Retreat	2250913242	XFile Read error
Victor 768 Golden Wolverine	1137123674	GScr_LUINotifyEvent: Expected Istrings, hash or integers only
Victor 851 Grounded Lion	240121690	waittill_timeout must have at least one valid argument
Victor 857 Covert Formation	1736003354	parameter does not exist
West 243 Brass Cipher	2618727779	The server did not send us a config checksum but we have one
West 415 Midnight Victory	3400130275	VEH_IsSeatOccupied() called on invalid seat position.
West 728 Rocky Goat	1252503459	caller is not an entity
West 9 Unlimited Rat	1190254947	waittill must have at least one valid argument
Whiskey 110 Late Tiger	317100267	unmatching types
Whiskey 13 Copper Menace	1427704235	expected struct type to add value pair
Whiskey 159 Calm Python	1045192683	Scr_RandomFloatRange's second parameter must be greater than the first.
Whiskey 230 Destructive Guardian	3086288875	playFx called with (0 0 0) forward direction
Whiskey 456 Blazing Cause	3015158315	getperks() can only be called on local players
Whiskey 938 Dazed Ship	2162131755	Can't find prng algorithm
Whiskey 960 Emerald Werewolf	968521323	player hasperk(<localClientNum>, <perk>): localClientNum out of range
